Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
533,27,W-13,"-85.30142368695783, 35.11044829711841, -85.30387426853423, 35.106203765320004, -85.30877543168691, 35.106203765320004, -85.31122601326342, 35.11044829711841, -85.30877543168691, 35.114692828916816, -85.30387426853423, 35.114692828916816, -85.30142368695783, 35.11044829711841","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.30632485
534,74,Y-13,"-85.28672019749939, 35.11044829711841, -85.28917077907573, 35.106203765320004, -85.29407194222858, 35.106203765320004, -85.29652252380498, 35.11044829711841, -85.29407194222858, 35.114692828916816, -85.28917077907573, 35.114692828916816, -85.28672019749939, 35.11044829711841","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.29162136
535,21,Z-13,"-85.27936845277014, 35.114692828916816, -85.28181903434665, 35.11044829711841, -85.28672019749939, 35.11044829711841, -85.28917077907573, 35.114692828916816, -85.28672019749939, 35.118937360715165, -85.28181903434665, 35.118937360715165, -85.27936845277014, 35.114692828916816","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.28426962
536,20,AA-13,"-85.27201670804106, 35.11044829711841, -85.2744672896174, 35.106203765320004, -85.27936845277014, 35.106203765320004, -85.28181903434665, 35.11044829711841, -85.27936845277014, 35.114692828916816, -85.2744672896174, 35.114692828916816, -85.27201670804106, 35.11044829711841","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.27691787
537,43,AB-13,"-85.26466496331182, 35.114692828916816, -85.26711554488821, 35.11044829711841, -85.27201670804106, 35.11044829711841, -85.2744672896174, 35.114692828916816, -85.27201670804106, 35.118937360715165, -85.26711554488821, 35.118937360715165, -85.26466496331182, 35.114692828916816","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.26956613
538,176,AC-13,"-85.25731321858262, 35.11044829711841, -85.25976380015896, 35.106203765320004, -85.26466496331182, 35.106203765320004, -85.26711554488821, 35.11044829711841, -85.26466496331182, 35.114692828916816, -85.25976380015896, 35.114692828916816, -85.25731321858262, 35.11044829711841","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.26221438
539,208,AD-13,"-85.24996147385338, 35.114692828916816, -85.25241205542983, 35.11044829711841, -85.25731321858262, 35.11044829711841, -85.25976380015896, 35.114692828916816, -85.25731321858262, 35.118937360715165, -85.25241205542983, 35.118937360715165, -85.24996147385338, 35.114692828916816","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.25486264
540,50,AE-13,"-85.24260972912424, 35.11044829711841, -85.24506031070064, 35.106203765320004, -85.24996147385338, 35.106203765320004, -85.25241205542983, 35.11044829711841, -85.24996147385338, 35.114692828916816, -85.24506031070064, 35.114692828916816, -85.24260972912424, 35.11044829711841","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",4,2,16,35.1104483,-85.24751089
541,5,AF-13,"-85.23525798439505, 35.114692828916816, -85.23770856597139, 35.11044829711841, -85.24260972912424, 35.11044829711841, -85.24506031070064, 35.114692828916816, -85.24260972912424, 35.118937360715165, -85.23770856597139, 35.118937360715165, -85.23525798439505, 35.114692828916816","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",NA,NA,NA,35.11469283,-85.24015915
542,248,AG-13,"-85.2279062396658, 35.11044829711841, -85.2303568212422, 35.106203765320004, -85.23525798439505, 35.106203765320004, -85.23770856597139, 35.11044829711841, -85.23525798439505, 35.114692828916816, -85.2303568212422, 35.114692828916816, -85.2279062396658, 35.11044829711841","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",4,2,16,35.1104483,-85.2328074
543,63,AI-13,"-85.21320275020747, 35.11044829711841, -85.21565333178387, 35.106203765320004, -85.22055449493655, 35.106203765320004, -85.22300507651306, 35.11044829711841, -85.22055449493655, 35.114692828916816, -85.21565333178387, 35.114692828916816, -85.21320275020747, 35.11044829711841","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.21810391
544,15,AJ-13,"-85.20585100547828, 35.114692828916816, -85.20830158705462, 35.11044829711841, -85.21320275020747, 35.11044829711841, -85.21565333178387, 35.114692828916816, -85.21320275020747, 35.118937360715165, -85.20830158705462, 35.118937360715165, -85.20585100547828, 35.114692828916816","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.21075217
545,0,AK-13,"-85.19849926074903, 35.11044829711841, -85.20094984232549, 35.106203765320004, -85.20585100547828, 35.106203765320004, -85.20830158705462, 35.11044829711841, -85.20585100547828, 35.114692828916816, -85.20094984232549, 35.114692828916816, -85.19849926074903, 35.11044829711841","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,18,35.1104483,-85.20340042
546,0,AN-13,"-85.17644402656146, 35.114692828916816, -85.17889460813785, 35.11044829711841, -85.1837957712907, 35.11044829711841, -85.18624635286704, 35.114692828916816, -85.1837957712907, 35.118937360715165, -85.17889460813785, 35.118937360715165, -85.17644402656146, 35.114692828916816","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.18134519
547,15,AO-13,"-85.16909228183226, 35.11044829711841, -85.17154286340872, 35.106203765320004, -85.17644402656146, 35.106203765320004, -85.17889460813785, 35.11044829711841, -85.17644402656146, 35.114692828916816, -85.17154286340872, 35.114692828916816, -85.16909228183226, 35.11044829711841","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.17399344
548,11,AP-13,"-85.16174053710313, 35.114692828916816, -85.16419111867953, 35.11044829711841, -85.16909228183226, 35.11044829711841, -85.17154286340872, 35.114692828916816, -85.16909228183226, 35.118937360715165, -85.16419111867953, 35.118937360715165, -85.16174053710313, 35.114692828916816","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.1666417
549,33,AQ-13,"-85.15438879237394, 35.11044829711841, -85.15683937395028, 35.106203765320004, -85.16174053710313, 35.106203765320004, -85.16419111867953, 35.11044829711841, -85.16174053710313, 35.114692828916816, -85.15683937395028, 35.114692828916816, -85.15438879237394, 35.11044829711841","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.15928996
550,35,AS-13,"-85.13968530291544, 35.11044829711841, -85.14213588449195, 35.106203765320004, -85.14703704764469, 35.106203765320004, -85.14948762922103, 35.11044829711841, -85.14703704764469, 35.114692828916816, -85.14213588449195, 35.114692828916816, -85.13968530291544, 35.11044829711841","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",4,2,14,35.1104483,-85.14458647
551,27,AT-13,"-85.13233355818636, 35.114692828916816, -85.1347841397627, 35.11044829711841, -85.13968530291544, 35.11044829711841, -85.14213588449195, 35.114692828916816, -85.13968530291544, 35.118937360715165, -85.1347841397627, 35.118937360715165, -85.13233355818636, 35.114692828916816","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.13723472
552,36,AU-13,"-85.12498181345711, 35.11044829711841, -85.12743239503351, 35.106203765320004, -85.13233355818636, 35.106203765320004, -85.1347841397627, 35.11044829711841, -85.13233355818636, 35.114692828916816, -85.12743239503351, 35.114692828916816, -85.12498181345711, 35.11044829711841","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.12988298
553,15,AV-13,"-85.11763006872792, 35.114692828916816, -85.12008065030426, 35.11044829711841, -85.12498181345711, 35.11044829711841, -85.12743239503351, 35.114692828916816, -85.12498181345711, 35.118937360715165, -85.12008065030426, 35.118937360715165, -85.11763006872792, 35.114692828916816","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.114692828916816, 35.11044829711841, 35.11044829711841, 35.114692828916816, 35.118937360715165, 35.118937360715165, 35.114692828916816",2,2,19,35.11469283,-85.12253123
554,3,AW-13,"-85.11027832399867, 35.11044829711841, -85.11272890557512, 35.106203765320004, -85.11763006872792, 35.106203765320004, -85.12008065030426, 35.11044829711841, -85.11763006872792, 35.114692828916816, -85.11272890557512, 35.114692828916816, -85.11027832399867, 35.11044829711841","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",2,2,19,35.1104483,-85.11517949
555,4,BE-13,"-85.05146436616519, 35.11044829711841, -85.05391494774159, 35.106203765320004, -85.05881611089433, 35.106203765320004, -85.06126669247067, 35.11044829711841, -85.05881611089433, 35.114692828916816, -85.05391494774159, 35.114692828916816, -85.05146436616519, 35.11044829711841","-85.05146436616519, -85.05391494774159, -85.05881611089433, -85.06126669247067, -85.05881611089433, -85.05391494774159, -85.05146436616519","35.11044829711841, 35.106203765320004, 35.106203765320004, 35.11044829711841, 35.114692828916816, 35.114692828916816, 35.11044829711841",NA,NA,NA,35.1104483,-85.05636553
556,53,U-12,"-85.31612717641616, 35.118937360715165, -85.31857775799256, 35.114692828916816, -85.32347892114541, 35.114692828916816, -85.32592950272175, 35.118937360715165, -85.32347892114541, 35.12318189251357, -85.31857775799256, 35.12318189251357, -85.31612717641616, 35.118937360715165","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.32102834
557,60,V-12,"-85.30877543168691, 35.12318189251357, -85.31122601326342, 35.118937360715165, -85.31612717641616, 35.118937360715165, -85.31857775799256, 35.12318189251357, -85.31612717641616, 35.12742642431198, -85.31122601326342, 35.12742642431198, -85.30877543168691, 35.12318189251357","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.31367659
558,25,W-12,"-85.30142368695783, 35.118937360715165, -85.30387426853423, 35.114692828916816, -85.30877543168691, 35.114692828916816, -85.31122601326342, 35.118937360715165, -85.30877543168691, 35.12318189251357, -85.30387426853423, 35.12318189251357, -85.30142368695783, 35.118937360715165","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.30632485
559,84,X-12,"-85.29407194222858, 35.12318189251357, -85.29652252380498, 35.118937360715165, -85.30142368695783, 35.118937360715165, -85.30387426853417, 35.12318189251357, -85.30142368695783, 35.12742642431198, -85.29652252380498, 35.12742642431198, -85.29407194222858, 35.12318189251357","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",4,2,19,35.12318189,-85.29897311
560,70,AA-12,"-85.27201670804106, 35.118937360715165, -85.2744672896174, 35.114692828916816, -85.27936845277014, 35.114692828916816, -85.28181903434665, 35.118937360715165, -85.27936845277014, 35.12318189251357, -85.2744672896174, 35.12318189251357, -85.27201670804106, 35.118937360715165","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.27691787
561,22,AB-12,"-85.26466496331182, 35.12318189251357, -85.26711554488821, 35.118937360715165, -85.27201670804106, 35.118937360715165, -85.2744672896174, 35.12318189251357, -85.27201670804106, 35.12742642431198, -85.26711554488821, 35.12742642431198, -85.26466496331182, 35.12318189251357","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.26956613
562,176,AC-12,"-85.25731321858262, 35.118937360715165, -85.25976380015896, 35.114692828916816, -85.26466496331182, 35.114692828916816, -85.26711554488821, 35.118937360715165, -85.26466496331182, 35.12318189251357, -85.25976380015896, 35.12318189251357, -85.25731321858262, 35.118937360715165","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,16,35.11893736,-85.26221438
563,67,AD-12,"-85.24996147385338, 35.12318189251357, -85.25241205542983, 35.118937360715165, -85.25731321858262, 35.118937360715165, -85.25976380015896, 35.12318189251357, -85.25731321858262, 35.12742642431198, -85.25241205542983, 35.12742642431198, -85.24996147385338, 35.12318189251357","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.25486264
564,168,AE-12,"-85.24260972912424, 35.118937360715165, -85.24506031070064, 35.114692828916816, -85.24996147385338, 35.114692828916816, -85.25241205542983, 35.118937360715165, -85.24996147385338, 35.12318189251357, -85.24506031070064, 35.12318189251357, -85.24260972912424, 35.118937360715165","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",4,2,19,35.11893736,-85.24751089
565,942,AF-12,"-85.23525798439505, 35.12318189251357, -85.23770856597139, 35.118937360715165, -85.24260972912424, 35.118937360715165, -85.24506031070064, 35.12318189251357, -85.24260972912424, 35.12742642431198, -85.23770856597139, 35.12742642431198, -85.23525798439505, 35.12318189251357","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.24015915
566,58,AG-12,"-85.2279062396658, 35.118937360715165, -85.2303568212422, 35.114692828916816, -85.23525798439505, 35.114692828916816, -85.23770856597139, 35.118937360715165, -85.23525798439505, 35.12318189251357, -85.2303568212422, 35.12318189251357, -85.2279062396658, 35.118937360715165","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,12,35.11893736,-85.2328074
567,13,AH-12,"-85.22055449493655, 35.12318189251357, -85.22300507651306, 35.118937360715165, -85.2279062396658, 35.118937360715165, -85.2303568212422, 35.12318189251357, -85.2279062396658, 35.12742642431198, -85.22300507651306, 35.12742642431198, -85.22055449493655, 35.12318189251357","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.22545566
568,0,AI-12,"-85.21320275020747, 35.118937360715165, -85.21565333178387, 35.114692828916816, -85.22055449493655, 35.114692828916816, -85.22300507651306, 35.118937360715165, -85.22055449493655, 35.12318189251357, -85.21565333178387, 35.12318189251357, -85.21320275020747, 35.118937360715165","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.21810391
569,22,AJ-12,"-85.20585100547828, 35.12318189251357, -85.20830158705462, 35.118937360715165, -85.21320275020747, 35.118937360715165, -85.21565333178387, 35.12318189251357, -85.21320275020747, 35.12742642431198, -85.20830158705462, 35.12742642431198, -85.20585100547828, 35.12318189251357","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,3,16,35.12318189,-85.21075217
570,4,AK-12,"-85.19849926074903, 35.118937360715165, -85.20094984232549, 35.114692828916816, -85.20585100547828, 35.114692828916816, -85.20830158705462, 35.118937360715165, -85.20585100547828, 35.12318189251357, -85.20094984232549, 35.12318189251357, -85.19849926074903, 35.118937360715165","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.20340042
571,10,AL-12,"-85.1911475160199, 35.12318189251357, -85.1935980975963, 35.118937360715165, -85.19849926074903, 35.118937360715165, -85.20094984232549, 35.12318189251357, -85.19849926074903, 35.12742642431198, -85.1935980975963, 35.12742642431198, -85.1911475160199, 35.12318189251357","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.19604868
572,1,AO-12,"-85.16909228183226, 35.118937360715165, -85.17154286340872, 35.114692828916816, -85.17644402656146, 35.114692828916816, -85.17889460813785, 35.118937360715165, -85.17644402656146, 35.12318189251357, -85.17154286340872, 35.12318189251357, -85.16909228183226, 35.118937360715165","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,18,35.11893736,-85.17399344
573,2,AP-12,"-85.16174053710313, 35.12318189251357, -85.16419111867953, 35.118937360715165, -85.16909228183226, 35.118937360715165, -85.17154286340872, 35.12318189251357, -85.16909228183226, 35.12742642431198, -85.16419111867953, 35.12742642431198, -85.16174053710313, 35.12318189251357","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,19,35.12318189,-85.1666417
574,25,AU-12,"-85.12498181345711, 35.118937360715165, -85.12743239503351, 35.114692828916816, -85.13233355818636, 35.114692828916816, -85.1347841397627, 35.118937360715165, -85.13233355818636, 35.12318189251357, -85.12743239503351, 35.12318189251357, -85.12498181345711, 35.118937360715165","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.118937360715165, 35.114692828916816, 35.114692828916816, 35.118937360715165, 35.12318189251357, 35.12318189251357, 35.118937360715165",2,2,19,35.11893736,-85.12988298
575,75,AV-12,"-85.11763006872792, 35.12318189251357, -85.12008065030426, 35.118937360715165, -85.12498181345711, 35.118937360715165, -85.12743239503351, 35.12318189251357, -85.12498181345711, 35.12742642431198, -85.12008065030426, 35.12742642431198, -85.11763006872792, 35.12318189251357","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.12318189251357, 35.118937360715165, 35.118937360715165, 35.12318189251357, 35.12742642431198, 35.12742642431198, 35.12318189251357",2,2,14,35.12318189,-85.12253123
576,13,U-11,"-85.31612717641616, 35.12742642431198, -85.31857775799256, 35.12318189251357, -85.32347892114541, 35.12318189251357, -85.32592950272175, 35.12742642431198, -85.32347892114541, 35.13167095611038, -85.31857775799256, 35.13167095611038, -85.31612717641616, 35.12742642431198","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,3,16,35.12742642,-85.32102834
577,24,V-11,"-85.30877543168691, 35.13167095611038, -85.31122601326342, 35.12742642431198, -85.31612717641616, 35.12742642431198, -85.31857775799256, 35.13167095611038, -85.31612717641616, 35.13591548790873, -85.31122601326342, 35.13591548790873, -85.30877543168691, 35.13167095611038","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",NA,NA,NA,35.13167096,-85.31367659
578,49,W-11,"-85.30142368695783, 35.12742642431198, -85.30387426853423, 35.12318189251357, -85.30877543168691, 35.12318189251357, -85.31122601326342, 35.12742642431198, -85.30877543168691, 35.13167095611038, -85.30387426853423, 35.13167095611038, -85.30142368695783, 35.12742642431198","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,16,35.12742642,-85.30632485
579,3,X-11,"-85.29407194222858, 35.13167095611038, -85.29652252380498, 35.12742642431198, -85.30142368695783, 35.12742642431198, -85.30387426853417, 35.13167095611038, -85.30142368695783, 35.13591548790873, -85.29652252380498, 35.13591548790873, -85.29407194222858, 35.13167095611038","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.29897311
580,27,Y-11,"-85.28672019749939, 35.12742642431198, -85.28917077907573, 35.12318189251357, -85.29407194222858, 35.12318189251357, -85.29652252380498, 35.12742642431198, -85.29407194222858, 35.13167095611038, -85.28917077907573, 35.13167095611038, -85.28672019749939, 35.12742642431198","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,19,35.12742642,-85.29162136
581,20,AB-11,"-85.26466496331182, 35.13167095611038, -85.26711554488821, 35.12742642431198, -85.27201670804106, 35.12742642431198, -85.2744672896174, 35.13167095611038, -85.27201670804106, 35.13591548790873, -85.26711554488821, 35.13591548790873, -85.26466496331182, 35.13167095611038","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.26956613
