Accident,Latitude,Longitude,Hour,Grid_Num,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Clear,Cloudy,DayFrame,DayOfWeek,Foggy,Rain,RainBefore,Snow,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex,pressure
1.0,35.07224751,-85.10782774,12,382,192.0,4.0,2.0,11.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.05,0.64,0.0,48.83,2.78,10.0,3,1023.2
1.0,35.07224751,-85.10782774,16,382,192.0,4.0,2.0,11.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.02,33.72,0.41,0.0,57.28,1.34,10.0,1,1019.8
1.0,35.07224751,-85.10782774,20,382,192.0,4.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,32.74,0.6,0.0,45.81,2.59,10.0,0,1019.8
1.0,35.07224751,-85.10782774,23,382,192.0,4.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,33.69,0.67,0.0003,43.9,2.45,10.0,0,1018.9
1.0,35.06800298,-85.100476,0,383,89.0,2.0,2.0,16.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.92,0.77,0.0002,37.56,3.81,10.0,0,1023.0
1.0,35.06800298,-85.100476,4,383,89.0,2.0,2.0,16.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,29.42,0.84,0.0,33.87,2.29,10.0,0,1022.9
1.0,35.06800298,-85.100476,8,383,89.0,2.0,2.0,16.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.21,30.22,0.85,0.0,34.33,2.36,10.0,0,1023.9
1.0,35.06800298,-85.100476,12,383,89.0,2.0,2.0,16.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.04,0.63,0.0,49.13,2.78,10.0,3,1023.2
1.0,35.06800298,-85.100476,16,383,89.0,2.0,2.0,16.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,33.58,0.4,0.0,57.46,1.43,10.0,1,1019.9
1.0,35.06800298,-85.100476,20,383,89.0,2.0,2.0,16.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,32.66,0.6,0.0,45.83,2.59,10.0,0,1019.8
1.0,35.06800298,-85.100476,23,383,89.0,2.0,2.0,16.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,33.62,0.67,0.0002,43.85,2.48,10.0,0,1018.9
1.0,35.06800298,-85.08577251,0,385,11.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.9,0.77,0.0,37.61,3.8,10.0,0,1023.2
1.0,35.06800298,-85.08577251,4,385,11.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,29.27,0.82,0.0,34.25,2.22,10.0,0,1022.9
1.0,35.06800298,-85.08577251,8,385,11.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.18,30.13,0.84,0.0,34.33,2.37,10.0,0,1024.1
1.0,35.06800298,-85.08577251,12,385,11.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.24,0.63,0.0,49.17,2.79,10.0,3,1023.2
1.0,35.06800298,-85.08577251,16,385,11.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.01,33.52,0.4,0.0,57.55,1.32,10.0,1,1019.9
1.0,35.06800298,-85.08577251,20,385,11.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578358800,1,0.31,32.57,0.59,0.0,45.97,2.58,10.0,0,1019.8
1.0,35.06800298,-85.08577251,23,385,11.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,33.38,0.67,0.0002,43.77,2.51,10.0,0,1018.9
1.0,35.08073657,-85.35778706,0,386,0.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.87,0.76,0.0,38.63,3.6,10.0,0,1022.8
1.0,35.08073657,-85.35778706,4,386,0.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,31.66,0.85,0.0,35.83,3.1,10.0,0,1022.9
1.0,35.08073657,-85.35778706,8,386,0.0,1.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,32.4,0.88,0.0,35.5,2.74,10.0,0,1023.9
1.0,35.08073657,-85.35778706,12,386,0.0,1.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,38.77,0.67,0.0,49.43,2.7,10.0,3,1023.2
1.0,35.08073657,-85.35778706,16,386,0.0,1.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.86,0.48,0.0,57.6,2.05,10.0,1,1019.9
1.0,35.08073657,-85.35778706,20,386,0.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,36.06,0.65,0.0,47.1,2.54,10.0,0,1019.7
1.0,35.08073657,-85.35778706,23,386,0.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,36.49,0.7,0.0004,45.65,2.49,10.0,0,1018.7
1.0,35.07649204,-85.35043532,0,387,0.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.38,0.75,0.0,38.68,3.56,10.0,0,1022.7
1.0,35.07649204,-85.35043532,4,387,0.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.57,0.81,0.0,35.81,3.05,10.0,0,1023.1
1.0,35.07649204,-85.35043532,8,387,0.0,1.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,30.94,0.84,0.0,35.41,2.69,10.0,0,1024.1
1.0,35.07649204,-85.35043532,12,387,0.0,1.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,38.53,0.64,0.0,50.25,2.69,10.0,3,1023.3
1.0,35.07649204,-85.35043532,16,387,0.0,1.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.79,0.46,0.0,58.65,1.99,10.0,1,1019.9
1.0,35.07649204,-85.35043532,20,387,0.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.97,0.62,0.0,48.29,2.55,10.0,0,1019.8
1.0,35.07649204,-85.35043532,23,387,0.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,36.23,0.68,0.0004,46.09,2.49,10.0,0,1018.7
1.0,35.07649204,-85.33573183,0,388,0.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.4,0.76,0.0,38.44,3.48,10.0,0,1022.7
1.0,35.07649204,-85.33573183,4,388,0.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.56,0.82,0.0,35.58,3.01,10.0,0,1023.0
1.0,35.07649204,-85.33573183,8,388,0.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,30.98,0.84,0.0,35.32,2.64,10.0,0,1024.1
1.0,35.07649204,-85.33573183,12,388,0.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,38.62,0.65,0.0,50.11,2.68,10.0,3,1023.3
1.0,35.07649204,-85.33573183,16,388,0.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.68,0.46,0.0,58.5,1.93,10.0,1,1019.9
1.0,35.07649204,-85.33573183,20,388,0.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,35.53,0.62,0.0,47.91,2.56,10.0,0,1019.8
1.0,35.07649204,-85.33573183,23,388,0.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.99,0.69,0.0004,45.76,2.47,10.0,0,1018.7
1.0,35.08073657,-85.32838008,0,389,37.0,2.0,2.0,17.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.51,0.76,0.0,38.36,3.44,10.0,0,1022.8
1.0,35.08073657,-85.32838008,4,389,37.0,2.0,2.0,17.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.66,0.82,0.0,35.52,3.02,10.0,0,1023.0
1.0,35.08073657,-85.32838008,8,389,37.0,2.0,2.0,17.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,31.09,0.84,0.0,35.3,2.65,10.0,0,1024.1
1.0,35.08073657,-85.32838008,12,389,37.0,2.0,2.0,17.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.71,0.65,0.0,49.99,2.68,10.0,3,1023.3
1.0,35.08073657,-85.32838008,16,389,37.0,2.0,2.0,17.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.64,0.46,0.0,58.33,1.92,10.0,1,1019.9
1.0,35.08073657,-85.32838008,20,389,37.0,2.0,2.0,17.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,35.3,0.62,0.0,47.67,2.56,10.0,0,1019.8
1.0,35.08073657,-85.32838008,23,389,37.0,2.0,2.0,17.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.91,0.69,0.0004,45.6,2.46,10.0,0,1018.7
1.0,35.07649204,-85.32102834,0,390,181.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.75,0.77,0.0,38.29,3.4,10.0,0,1022.8
1.0,35.07649204,-85.32102834,4,390,181.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,31.01,0.84,0.0,35.39,2.96,10.0,0,1023.0
1.0,35.07649204,-85.32102834,8,390,181.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,31.47,0.86,0.0,35.26,2.59,10.0,0,1024.1
1.0,35.07649204,-85.32102834,12,390,181.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.8,0.66,0.0,49.78,2.68,10.0,3,1023.2
1.0,35.07649204,-85.32102834,16,390,181.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.35,0.46,0.0,58.12,1.87,10.0,1,1019.9
1.0,35.07649204,-85.32102834,20,390,181.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.43,0.63,0.0,47.34,2.56,10.0,0,1019.8
1.0,35.07649204,-85.32102834,23,390,181.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,36.14,0.7,0.0004,45.44,2.44,10.0,0,1018.7
1.0,35.08073657,-85.31367659,0,391,18.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.01,31.66,0.77,0.0,38.15,3.35,10.0,0,1023.0
1.0,35.08073657,-85.31367659,4,391,18.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.84,0.83,0.0,35.34,2.83,10.0,0,1023.0
1.0,35.08073657,-85.31367659,8,391,18.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.11,31.11,0.86,0.0,34.77,2.5,10.0,0,1024.2
1.0,35.08073657,-85.31367659,12,391,18.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.86,0.66,0.0,49.63,2.68,10.0,3,1023.2
1.0,35.08073657,-85.31367659,16,391,18.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.05,37.19,0.45,0.0,58.22,1.85,10.0,1,1019.9
1.0,35.08073657,-85.31367659,20,391,18.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,35.35,0.63,0.0,47.35,2.57,10.0,0,1019.8
1.0,35.08073657,-85.31367659,23,391,18.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.92,0.69,0.0004,45.32,2.43,10.0,0,1018.7
1.0,35.07649204,-85.30632485,0,392,64.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.77,0.77,0.0,38.24,3.32,10.0,0,1022.8
1.0,35.07649204,-85.30632485,4,392,64.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,31.21,0.85,0.0,35.3,2.91,10.0,0,1022.9
1.0,35.07649204,-85.30632485,8,392,64.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,31.7,0.87,0.0,35.22,2.54,10.0,0,1024.1
1.0,35.07649204,-85.30632485,12,392,64.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.74,0.66,0.0,49.61,2.67,10.0,3,1023.2
1.0,35.07649204,-85.30632485,16,392,64.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,37.11,0.46,0.0,57.96,1.81,10.0,1,1019.9
1.0,35.07649204,-85.30632485,20,392,64.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.45,0.64,0.0,47.11,2.58,10.0,0,1019.8
1.0,35.07649204,-85.30632485,23,392,64.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,36.01,0.7,0.0004,45.32,2.41,10.0,0,1018.7
1.0,35.08073657,-85.29897311,0,393,98.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.76,0.77,0.0,38.22,3.28,10.0,0,1022.8
1.0,35.08073657,-85.29897311,4,393,98.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,31.19,0.85,0.0,35.29,2.93,10.0,0,1022.9
1.0,35.08073657,-85.29897311,8,393,98.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,31.66,0.87,0.0,35.2,2.54,10.0,0,1024.1
1.0,35.08073657,-85.29897311,12,393,98.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.73,0.66,0.0,49.6,2.67,10.0,3,1023.2
1.0,35.08073657,-85.29897311,16,393,98.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,37.04,0.46,0.0,57.95,1.8,10.0,1,1019.9
1.0,35.08073657,-85.29897311,20,393,98.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.33,0.64,0.0,47.08,2.58,10.0,0,1019.8
1.0,35.08073657,-85.29897311,23,393,98.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.89,0.69,0.0004,45.29,2.4,10.0,0,1018.7
1.0,35.07649204,-85.29162136,0,394,32.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.71,0.77,0.0,38.15,3.24,10.0,0,1022.8
1.0,35.07649204,-85.29162136,4,394,32.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.93,0.84,0.0,35.17,2.85,10.0,0,1023.0
1.0,35.07649204,-85.29162136,8,394,32.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,31.34,0.86,0.0,35.12,2.48,10.0,0,1024.1
1.0,35.07649204,-85.29162136,12,394,32.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.71,0.66,0.0,49.71,2.67,10.0,3,1023.2
1.0,35.07649204,-85.29162136,16,394,32.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.93,0.45,0.0,58.1,1.75,10.0,1,1019.9
1.0,35.07649204,-85.29162136,20,394,32.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.17,0.63,0.0,47.18,2.59,10.0,0,1019.8
1.0,35.07649204,-85.29162136,23,394,32.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.83,0.69,0.0004,45.25,2.37,10.0,0,1018.7
1.0,35.08073657,-85.28426962,0,395,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.46,0.77,0.0,38.11,3.2,10.0,0,1022.8
1.0,35.08073657,-85.28426962,4,395,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.56,0.83,0.0,35.18,2.87,10.0,0,1023.0
1.0,35.08073657,-85.28426962,8,395,2.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,30.84,0.84,0.0,35.07,2.48,10.0,0,1024.2
1.0,35.08073657,-85.28426962,12,395,2.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.6,0.65,0.0,49.92,2.67,10.0,3,1023.3
1.0,35.08073657,-85.28426962,16,395,2.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.83,0.45,0.0,58.33,1.73,10.0,1,1020.0
1.0,35.08073657,-85.28426962,20,395,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,34.93,0.62,0.0,47.41,2.59,10.0,0,1019.8
1.0,35.08073657,-85.28426962,23,395,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,35.49,0.68,0.0004,45.26,2.36,10.0,0,1018.7
1.0,35.07649204,-85.27691787,0,396,2.0,,,,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.45,0.76,0.0,38.25,3.15,10.0,0,1022.8
1.0,35.07649204,-85.27691787,4,396,2.0,,,,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.44,0.83,0.0,35.21,2.79,10.0,0,1023.0
1.0,35.07649204,-85.27691787,8,396,2.0,,,,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,30.69,0.84,0.0,35.05,2.41,10.0,0,1024.1
1.0,35.07649204,-85.27691787,12,396,2.0,,,,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.45,0.65,0.0,49.94,2.67,10.0,3,1023.3
1.0,35.07649204,-85.27691787,16,396,2.0,,,,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.69,0.44,0.0,58.51,1.68,10.0,1,1020.0
1.0,35.07649204,-85.27691787,20,396,2.0,,,,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.17,0.62,0.0,47.66,2.6,10.0,0,1019.8
1.0,35.07649204,-85.27691787,23,396,2.0,,,,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,35.56,0.68,0.0003,45.49,2.32,10.0,0,1018.7
1.0,35.08073657,-85.26956613,0,397,21.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.44,0.76,0.0,38.26,3.11,10.0,0,1022.8
1.0,35.08073657,-85.26956613,4,397,21.0,1.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,30.44,0.83,0.0,35.23,2.81,10.0,0,1023.0
1.0,35.08073657,-85.26956613,8,397,21.0,1.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,30.67,0.84,0.0,35.04,2.42,10.0,0,1024.1
1.0,35.08073657,-85.26956613,12,397,21.0,1.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.41,0.64,0.0,49.91,2.67,10.0,3,1023.3
1.0,35.08073657,-85.26956613,16,397,21.0,1.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.61,0.44,0.0,58.48,1.67,10.0,1,1020.0
1.0,35.08073657,-85.26956613,20,397,21.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,35.1,0.62,0.0,47.64,2.6,10.0,0,1019.8
1.0,35.08073657,-85.26956613,23,397,21.0,1.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,35.45,0.68,0.0003,45.48,2.31,10.0,0,1018.7
1.0,35.07649204,-85.26221438,0,398,117.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.44,0.77,0.0,38.01,3.07,10.0,0,1022.8
1.0,35.07649204,-85.26221438,4,398,117.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.46,0.83,0.0,35.0,2.71,10.0,0,1023.0
1.0,35.07649204,-85.26221438,8,398,117.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,30.7,0.84,0.0,34.93,2.34,10.0,0,1024.2
1.0,35.07649204,-85.26221438,12,398,117.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.49,0.65,0.0,49.93,2.68,10.0,3,1023.3
1.0,35.07649204,-85.26221438,16,398,117.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.41,0.44,0.0,58.42,1.61,10.0,1,1020.0
1.0,35.07649204,-85.26221438,20,398,117.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,34.86,0.62,0.0,47.37,2.61,10.0,0,1019.8
1.0,35.07649204,-85.26221438,23,398,117.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,35.35,0.68,0.0003,45.19,2.26,10.0,0,1018.7
1.0,35.08073657,-85.25486264,0,399,27.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.4,0.77,0.0,37.87,3.08,10.0,0,1023.1
1.0,35.08073657,-85.25486264,4,399,27.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.53,0.83,0.0,35.12,2.58,10.0,0,1023.1
1.0,35.08073657,-85.25486264,8,399,27.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,30.6,0.85,0.0,34.62,2.23,10.0,0,1024.3
1.0,35.08073657,-85.25486264,12,399,27.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.46,0.65,0.0,49.66,2.68,10.0,3,1023.3
1.0,35.08073657,-85.25486264,16,399,27.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.05,36.31,0.43,0.0,58.65,1.56,10.0,1,1019.9
1.0,35.08073657,-85.25486264,20,399,27.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,34.76,0.62,0.0,47.3,2.61,10.0,0,1019.8
1.0,35.08073657,-85.25486264,23,399,27.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,35.25,0.68,0.0003,45.15,2.25,10.0,0,1018.7
1.0,35.08073657,-85.24015915,0,401,46.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.67,0.78,0.0,37.92,3.06,10.0,0,1022.9
1.0,35.08073657,-85.24015915,4,401,46.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.74,0.85,0.0,34.86,2.65,10.0,0,1022.9
1.0,35.08073657,-85.24015915,8,401,46.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.15,30.98,0.86,0.0,34.87,2.28,10.0,0,1024.1
1.0,35.08073657,-85.24015915,12,401,46.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.49,0.65,0.0,49.69,2.7,10.0,3,1023.3
1.0,35.08073657,-85.24015915,16,401,46.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,36.01,0.43,0.0,58.12,1.53,10.0,1,1020.0
1.0,35.08073657,-85.24015915,20,401,46.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.34,34.72,0.62,0.0,46.95,2.62,10.0,0,1019.8
1.0,35.08073657,-85.24015915,23,401,46.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.6,35.34,0.69,0.0,45.0,2.2,10.0,0,1018.8
1.0,35.07649204,-85.2328074,0,402,55.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.69,0.78,0.0,37.79,3.14,10.0,0,1023.1
1.0,35.07649204,-85.2328074,4,402,55.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.94,0.85,0.0,34.9,2.37,10.0,0,1022.9
1.0,35.07649204,-85.2328074,8,402,55.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,31.0,0.87,0.0,34.54,2.09,10.0,0,1024.2
1.0,35.07649204,-85.2328074,12,402,55.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.4,0.66,0.0,49.39,2.73,10.0,3,1023.3
1.0,35.07649204,-85.2328074,16,402,55.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.05,35.73,0.43,0.0,58.37,1.43,10.0,1,1019.9
1.0,35.07649204,-85.2328074,20,402,55.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.36,34.87,0.63,0.0,46.82,2.62,10.0,0,1019.8
1.0,35.07649204,-85.2328074,23,402,55.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,35.44,0.69,0.0,44.98,2.14,10.0,0,1018.7
1.0,35.08073657,-85.22545566,0,403,57.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.62,0.78,0.0,37.93,3.15,10.0,0,1022.9
1.0,35.08073657,-85.22545566,4,403,57.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.54,0.84,0.0,34.8,2.56,10.0,0,1022.9
1.0,35.08073657,-85.22545566,8,403,57.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.15,30.76,0.85,0.0,34.8,2.23,10.0,0,1024.1
1.0,35.08073657,-85.22545566,12,403,57.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.36,0.65,0.0,49.74,2.73,10.0,3,1023.3
1.0,35.08073657,-85.22545566,16,403,57.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,35.7,0.43,0.0,58.24,1.48,10.0,1,1020.0
1.0,35.08073657,-85.22545566,20,403,57.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.35,34.66,0.62,0.0,47.01,2.61,10.0,0,1019.8
1.0,35.08073657,-85.22545566,23,403,57.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,35.27,0.68,0.0,45.05,2.16,10.0,0,1018.8
1.0,35.07649204,-85.21810391,0,404,31.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.67,0.78,0.0,37.79,3.22,10.0,0,1023.1
1.0,35.07649204,-85.21810391,4,404,31.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.69,0.85,0.0,34.84,2.29,10.0,0,1022.9
1.0,35.07649204,-85.21810391,8,404,31.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,30.74,0.86,0.0,34.5,2.05,10.0,0,1024.2
1.0,35.07649204,-85.21810391,12,404,31.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.03,38.32,0.65,0.0,49.48,2.76,10.0,3,1023.3
1.0,35.07649204,-85.21810391,16,404,31.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.05,35.41,0.42,0.0,58.51,1.38,10.0,1,1019.9
1.0,35.07649204,-85.21810391,20,404,31.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.37,34.76,0.63,0.0,46.87,2.62,10.0,0,1019.8
