,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Unix
1428,,35.1109360245,-85.1330161724,2019-03-04,18:01:42,,330F306001,0.037,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,18,35.27,38.23,29.56,,,,17.91,0.49,3,0,9,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,20,15,
1427,,35.0631975196,-85.0934911815,2019-03-04,17:46:06,,330E061001,0.282,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,35.03,38.02,29.64,,,,20.54,0.55,3,0,8.38,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,0,0,,2,25,1,1,12,4,19,,,10,6,
1426,,34.9883581516,-85.2164062527,2019-03-04,17:45:46,,330B871001,0.124,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,35.69,38.82,30.35,,,,20.5,0.54,3,0,7.96,0.8,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,20,15,
1425,,35.0535489068,-85.2709186148,2019-03-04,17:43:33,,330B559001,0.058,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,35.34,38.66,29.98,,,,19.16,0.51,3,0,7.78,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1424,,35.0917777422,-85.2761462292,2019-03-04,17:31:41,,330F198001,0.022,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,35.12,38.37,29.52,,,,18.56,0.5,3,0,8.36,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1423,,35.0373523465,-85.1087863698,2019-03-04,17:30:25,,330E226001,0.029,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,34.94,38.06,29.65,,,,20.69,0.56,3,0,8.13,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1422,,35.018794274,-85.2286417946,2019-03-04,17:24:15,,330B069001,0.188,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,17,35.62,38.7,30.24,,,,20.02,0.53,3,0,8.2,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,25,15,
1421,,35.0661267869,-85.3000130169,2019-03-04,16:35:12,,330A228001,0.238,,cloudy,Overcast,clear-night,Clear,16,34.41,37.93,29.42,,,,19.83,0.55,3,0,7.41,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,1,1,12,4,19,,,10,15,
1420,,35.157662117,-85.2554402978,2019-03-04,16:34:19,,330C898001,0.385,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,16,34.02,37.51,28.46,,,,19.23,0.54,3,0,7.93,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1419,,35.0236309399,-85.1513615927,2019-03-04,16:19:55,,330C338001,0.08,,cloudy,Overcast,clear-night,Clear,16,35.38,38.83,30.35,,,,21.85,0.57,3,0,8.28,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1418,,35.0412503253,-85.2263762884,2019-03-04,16:19:21,,330B400001,0,,cloudy,Overcast,clear-night,Clear,16,35.1,38.58,30.05,,,,21.32,0.57,3,0,8.28,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1417,,35.0419179545,-85.3188804849,2019-03-04,16:07:05,,330A371001,0.053,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,16,34.75,38.37,29.81,,,,19.97,0.54,3,0,6.9,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,1,,2,2,12,4,19,,,18,15,
1416,,35.1866896073,-85.1712669043,2019-03-04,16:06:06,,330D113001,0.108,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,16,34.77,37.97,28.92,,,,19.85,0.54,3,0,8.47,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1415,,35.1241876589,-85.100891949,2019-03-04,15:45:14,,330F809001,0.302,,cloudy,Overcast,clear-night,Clear,15,33.59,37.98,29.4,,,,22.21,0.63,3,0,8.61,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,25,2,2,11,2,19,,,26,15,
1414,,35.0434263397,-85.3079284524,2019-03-04,14:59:07,,3303547001,0.72,,cloudy,Overcast,clear-night,Clear,14,32.46,38.41,29.82,,,,22.56,0.66,3,0,7.19,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,18,4,17,1750,14,,,
1413,,35.1005501807,-85.3218654832,2019-03-04,14:48:11,,330A046001,0.999,,cloudy,Overcast,clear-night,Clear,14,32.28,37.95,29.15,,,,22.08,0.66,3,0,7.58,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1412,,35.0102122517,-85.1334811068,2019-03-04,14:48:03,,330E351001,0,,cloudy,Overcast,clear-night,Clear,14,32.66,38.85,30.38,,,,23.56,0.69,3,0,8.11,0.8,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1411,,35.0295178041,-85.2354339887,2019-03-04,14:34:21,,330B183001,0.008,,cloudy,Overcast,clear-night,Clear,14,32.42,38.32,29.93,,,,23.1,0.68,3,0,8.26,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,30,15,
1410,,35.2284256822,-85.2157296502,2019-03-04,14:15:49,,330F026001,0.058,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,14,32.78,37.14,27.91,,,,22.57,0.66,3,0,7.93,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,15,2,2,12,4,19,,,24,15,
1409,,35.0346353458,-85.2362563188,2019-03-04,14:13:09,,330B146001,0.523,,cloudy,Overcast,clear-night,Clear,14,32.37,38.21,29.84,,,,23.06,0.68,3,0,8.25,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,14,6,
1408,,35.1092491457,-85.1308815743,2019-03-04,14:13:08,,330E937001,0.137,,cloudy,Overcast,clear-night,Clear,14,32.64,38.15,29.52,,,,23.32,0.68,3,0,8.58,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1407,,35.2112056451,-85.0647059306,2019-03-04,13:51:19,,330F641001,0,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,13,31.56,37.8,28.61,,,,23.78,0.73,3,0,9.48,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1406,,35.1160999594,-85.0509052295,2019-03-04,13:50:05,,330F668001,0.129,,cloudy,Overcast,clear-night,Clear,13,31.33,38.52,29.74,,,,23.08,0.71,3,0,7.22,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,20,2,2,11,2,19,,,24,15,
1405,,35.0265303245,-85.0826947144,2019-03-04,13:46:19,,330D924001,0.021,,cloudy,Overcast,clear-night,Clear,13,30.64,38.31,29.87,,,,23.26,0.74,3,0,6.41,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1404,,35.0228048859,-85.1976021402,2019-03-04,13:17:06,,330B033001,0.004,,cloudy,Overcast,clear-night,Clear,13,31.31,38.75,30.21,,,,23.23,0.72,3,0,6.17,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1403,,35.0069318895,-85.3449297295,2019-03-04,12:58:53,,330D534001,0.081,,cloudy,Overcast,clear-night,Clear,12,26.83,34.94,26.83,,,,22.9,0.85,3,0,4.77,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,22,15,
1402,,35.1219138543,-85.3623961612,2019-03-04,12:55:21,,330C458001,0.054,,cloudy,Overcast,clear-night,Clear,12,23.81,32.88,23.81,,,,21.82,0.92,3,0,6.99,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,0,0,1,2,,2,2,12,4,19,,,18,15,
1401,,35.1904765536,-85.2714863634,2019-03-04,12:36:33,,330C178001,1.338,,cloudy,Overcast,clear-night,Clear,12,28.85,37.13,28.17,,,,23.12,0.79,3,0,6.12,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,3,0,0,,2,25,1,1,11,2,19,,,12,6,
1400,,35.0877004287,-85.3112674511,2019-03-04,12:30:29,,330C763001,0.09,,cloudy,Overcast,clear-night,Clear,12,29.13,37.91,29.13,,,,23.3,0.79,3,0,7.43,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1399,,35.060150619,-85.2615624758,2019-03-04,12:18:46,,330B520001,0.054,,cloudy,Overcast,clear-night,Clear,12,30.05,38.54,29.88,,,,23.46,0.76,3,0,5.67,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1398,,35.1679245798,-85.2356262838,2019-03-04,12:15:48,,330C977001,0,,cloudy,Overcast,clear-night,Clear,12,29.56,38.01,28.7,,,,23.31,0.77,3,0,6.47,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1397,,35.243963578,-85.1534227652,2019-03-04,11:31:52,,3304969001,0.934,,cloudy,Overcast,clear-night,Clear,11,29.89,37.48,28.26,,,,24.09,0.79,3,0,8.44,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,0,0,,2,40,2,2,18,4,16,2940,12,20,15,
1396,,35.1019553653,-85.3044018405,2019-03-04,11:13:37,,330C628001,0.191,,cloudy,Overcast,clear-night,Clear,11,29.61,37.89,29.11,,,,23.85,0.79,3,0,7.35,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,16,15,
1395,,35.1156179984,-85.3166371457,2019-03-04,11:11:52,,330D718001,0.002,,cloudy,Overcast,clear-night,Clear,11,29.71,37.93,28.97,,,,23.74,0.78,3,0,7.24,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1394,,34.9908705368,-85.2445464489,2019-03-04,10:45:05,,330B928001,0.117,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,10,31.97,38.61,30.25,,,,23.71,0.71,3,0,10,0.8,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,
1393,,35.1615844288,-85.0672946322,2019-03-04,10:23:07,,330E188001,0.004,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,10,32.41,38.52,29.39,,,,24.35,0.72,3,0,10,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,11,2,19,,,26,15,
1392,,35.0465433349,-85.2691703081,2019-03-04,09:52:27,,330A723001,0.006,,cloudy,Overcast,clear-night,Clear,9,31.21,38.58,29.97,,,,22.16,0.69,3,0,7.44,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,26,15,
1391,,35.0093662727,-85.2726327778,2019-03-04,09:32:28,,330B651001,0.048,,cloudy,Overcast,clear-night,Clear,9,30.8,37.89,29.52,,,,22.73,0.72,3,0,7.82,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,20,15,
1390,,35.0193622659,-85.1010480397,2019-03-04,09:24:09,,330F426001,0,,cloudy,Overcast,clear-night,Clear,9,31.41,38.33,29.79,,,,24.65,0.76,3,0,8.08,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1389,,35.0791611953,-85.2071822817,2019-03-04,08:48:51,,330D488001,0.1,,cloudy,Overcast,clear-night,Clear,8,31.43,38.04,29.51,,,,23.84,0.73,3,0,8,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,2,0,,2,,2,2,12,4,19,,,14,15,
1388,,35.1206671863,-85.120752411,2019-03-04,08:47:57,,330D985001,0.033,,cloudy,Overcast,clear-night,Clear,8,31.31,38.12,29.49,,,,24.53,0.76,3,0,8.18,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1387,,35.1909988715,-85.2017856254,2019-03-04,08:24:06,,330F122001,0.055,,cloudy,Overcast,clear-night,Clear,8,31.37,37.67,28.61,,,,23.04,0.71,3,0,8.51,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,11,2,19,,,26,15,
1386,,35.1189401222,-85.2582107432,2019-03-04,08:20:00,,330C826001,0.253,,cloudy,Overcast,clear-night,Clear,8,31.52,38.05,29.21,,,,23.05,0.7,3,0,8.24,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1385,,35.198077007,-85.1315565063,2019-03-04,08:13:53,,330E992001,0.035,,cloudy,Overcast,clear-night,Clear,8,31.77,38.35,29.23,,,,24.1,0.73,3,0,9.44,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1384,,35.0931038557,-85.1860807294,2019-03-04,08:11:27,,330D426001,0.191,,cloudy,Overcast,clear-night,Clear,8,31.6,38.27,29.62,,,,23.93,0.73,3,0,8.23,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1383,,35.0244923025,-85.237405704,2019-03-04,07:57:14,,330B204001,0.018,,cloudy,Overcast,clear-night,Clear,7,32.88,38.33,29.96,,,,26.23,0.76,3,0,8.08,0.79,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,19,15,
1382,,35.2557335987,-85.1418439919,2019-03-04,07:53:50,,330G137001,0.044,,cloudy,Overcast,clear-night,Clear,7,32.63,37.63,28.09,,,,25.32,0.74,3,0,9.46,0.77,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1381,,35.1919472168,-85.2021876637,2019-03-04,07:48:50,,330F121001,0.008,,cloudy,Overcast,clear-night,Clear,7,32.84,37.64,28.59,,,,24.99,0.73,3,0,8.56,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,11,2,19,,,26,15,
1380,,34.9974748707,-85.2755061278,2019-03-04,07:37:48,,330B327001,0.351,,cloudy,Overcast,clear-night,Clear,7,32.27,37.69,29.29,,,,26.26,0.78,3,0,7.75,0.8,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1379,,34.9876152345,-85.3604015682,2019-03-04,07:05:49,,330C272001,0,,cloudy,Overcast,clear-night,Clear,7,28.57,33.7,26.03,,,,25.77,0.89,3,0,5.82,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1378,,35.122700131,-85.1993938534,2019-03-04,07:01:11,,330E916001,0.033,,cloudy,Overcast,clear-night,Clear,7,33.09,38.29,29.36,,,,25.75,0.74,3,0,8.72,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1377,,35.0085282449,-85.1062060521,2019-03-04,06:58:06,,330F396001,0,,cloudy,Overcast,clear-night,Clear,6,33.66,38.38,29.84,,,,28.06,0.8,3,0,7.97,0.8,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1376,,35.0705591426,-85.2860890866,2019-03-04,06:57:51,,330A190001,0.036,,cloudy,Overcast,clear-night,Clear,6,33.63,38.3,29.65,,,,26.76,0.76,3,0,7.57,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,28,15,
1375,,35.2919204826,-85.1604142714,2019-03-03,21:59:55,,330D507001,0.369,,cloudy,Overcast,cloudy,Overcast,21,40.72,46.32,39.59,,,,33.43,0.75,3,6,9.63,0.97,rain,0.0385,0.2277,1551636000,0,1,0,0,0,0,2,7,0,,2,20,2,2,12,4,19,,,16,15,
1374,,35.1316974631,-85.1611253843,2019-03-03,21:56:48,,330D343001,0.084,,cloudy,Overcast,cloudy,Overcast,21,40.89,48.93,40.02,,,,34.22,0.77,3,6,8.58,0.97,rain,0.0381,0.2614,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1373,,35.1732174535,-85.1882893686,2019-03-03,21:43:05,,330G161001,0.023,,cloudy,Overcast,cloudy,Overcast,21,40.34,48.4,39.63,,,,33.52,0.76,3,6,8.75,0.97,rain,0.0379,0.2587,1551639600,0,1,0,0,0,0,2,7,0,0,2,,2,2,11,2,19,,,26,15,
1372,,35.182373085,-85.2252514086,2019-03-03,19:43:30,,330D014001,0.005,,cloudy,Overcast,cloudy,Overcast,19,42,48.19,39.14,,,,36.33,0.8,3,6,8.93,0.97,rain,0.0368,0.2421,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1371,,35.0537323273,-85.0422849148,2019-03-03,19:27:05,,330F754001,0,,cloudy,Overcast,cloudy,Overcast,19,43.5,48.38,39.72,,,,38.58,0.83,3,6,7.86,0.99,rain,0.039,0.2371,1551639600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1370,,35.1186755758,-85.2680875465,2019-03-03,19:20:30,,330A081001,0.113,,cloudy,Overcast,cloudy,Overcast,19,42.35,48.81,38.78,,,,36.52,0.8,3,6,8.61,0.98,rain,0.0366,0.2549,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1369,,34.9941202072,-85.1327565111,2019-03-03,19:10:53,,330E321001,0.056,,cloudy,Overcast,cloudy,Overcast,19,43.54,48.94,39.82,,,,38.46,0.82,3,6,7.27,0.99,rain,0.0369,0.2341,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,22,15,
1368,,35.0146504506,-85.2486195834,2019-03-03,18:22:36,,330B260001,0.15,,cloudy,Overcast,cloudy,Overcast,18,44.01,49.61,39.24,,,,38.88,0.82,3,6,8.42,0.98,rain,0.0352,0.2722,1551639600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1367,,35.1273535013,-85.2567461951,2019-03-03,18:08:50,,330C831001,0.177,,cloudy,Overcast,cloudy,Overcast,18,42.87,48.78,38.96,,,,37.4,0.81,3,6,8.83,0.98,rain,0.0365,0.2547,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1366,,35.0156147006,-85.2921611844,2019-03-03,17:26:53,,330B670001,0.349,,rain,Light Rain,cloudy,Overcast,17,46.16,49.71,39.64,,,,43.19,0.89,3,6,7.04,0.98,rain,0.0355,0.2723,1551639600,0,0,1,0,0,0,2,2,0,1,2,30,2,2,12,4,19,,,28,15,
1365,,35.121610593,-85.3538353886,2019-03-03,17:22:37,,330C456001,0.061,,rain,Light Rain,cloudy,Overcast,17,40.74,48.53,33.99,,,,40.26,0.98,3,6,7.97,0.98,rain,0.0369,0.242,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1364,,35.0416464259,-85.1400610807,2019-03-03,17:18:18,,330F883001,0.068,,rain,Rain,cloudy,Overcast,17,46.61,49.04,39.78,,,,44.27,0.91,3,6,7.97,0.99,rain,0.0366,0.239,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,
1363,,35.3106168499,-85.1123160082,2019-03-03,17:09:00,,330E563001,0,,rain,Light Rain,cloudy,Overcast,17,43.6,45.18,39.08,,,,41.87,0.94,3,6,9.78,0.96,rain,0.0405,0.2424,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1362,,35.2802716298,-85.2368135803,2019-03-03,17:04:54,,3305776001,2.197,,cloudy,Overcast,cloudy,Overcast,17,37.89,46.18,32.64,,,,37.17,0.97,3,6,9.76,0.98,rain,0.0367,0.2249,1551636000,0,1,0,0,0,0,2,0,0,,2,45,2,2,11,2,8,1180,11,20,15,
1361,,35.0167528786,-85.2536953517,2019-03-03,16:36:30,,330B709001,0.033,,rain,Rain,cloudy,Overcast,16,46.27,49.57,39.01,,,,45.98,0.99,3,6,5.64,0.98,rain,0.0352,0.272,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1360,,35.0242702355,-85.2317285705,2019-03-03,16:20:11,,330B103001,0.108,,rain,Rain,cloudy,Overcast,16,46.72,49.53,39.61,,,,45.96,0.97,3,6,5.65,0.98,rain,0.0349,0.2523,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1359,,35.1193618562,-85.1529874789,2019-03-03,16:18:36,,330D357001,0.012,,rain,Rain,cloudy,Overcast,16,46.41,48.32,39.73,,,,45.12,0.95,3,6,5.74,0.98,rain,0.0378,0.2606,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,11,2,19,,,22,15,
1358,,35.07331339,-85.2308412915,2019-03-03,15:55:23,,330D471001,0,,rain,Rain,cloudy,Overcast,15,44.89,49.18,39.14,,,,44.89,1,3,6,2.14,0.98,rain,0.0366,0.2628,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1357,,35.0890352408,-85.3201069842,2019-03-03,15:51:07,,330C609001,0.012,,rain,Rain,cloudy,Overcast,15,44.84,49.11,38.86,,,,44.54,0.99,3,6,2.12,0.98,rain,0.0359,0.2497,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1356,,35.3148975211,-85.1108246139,2019-03-03,15:50:16,,330F079001,0.113,,rain,Rain,cloudy,Overcast,15,45.48,45.48,39.75,,,,44.5,0.96,3,6,3.07,0.96,rain,0.0406,0.2418,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,11,2,9,,,24,15,
1355,,35.0362244626,-85.056926088,2019-03-03,15:48:13,,3302201001,0.778,,rain,Rain,cloudy,Overcast,15,44.72,48.36,39.34,,,,44.72,1,3,6,0.91,0.99,rain,0.0384,0.2358,1551639600,0,0,1,0,0,0,2,7,0,1,2,35,2,2,18,4,16,2980,14,24,15,
1354,,35.088737419,-85.2155532578,2019-03-03,15:47:33,,330D448001,0,,rain,Rain,cloudy,Overcast,15,44.97,49.29,39.37,,,,44.97,1,3,6,1.97,0.98,rain,0.0368,0.2584,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1353,,35.1896812796,-85.0943987493,2019-03-03,15:43:08,,330E781001,0.046,,rain,Rain,cloudy,Overcast,15,45.38,47.36,39.3,,,,45.09,0.99,3,6,2.68,0.97,rain,0.0391,0.2672,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1352,,35.0645943822,-85.3095324518,2019-03-03,15:23:41,,330A308001,0,,rain,Rain,cloudy,Overcast,15,45.07,49.35,39.13,,,,44.83,0.99,3,6,2.28,0.98,rain,0.0358,0.2654,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1351,,35.073176382,-85.1684191656,2019-03-03,15:21:24,,330D239001,0.452,,rain,Rain,cloudy,Overcast,15,44.98,48.93,39.36,,,,44.98,1,3,6,1.76,0.98,rain,0.0367,0.259,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1350,,35.1126260437,-85.1403689295,2019-03-03,15:17:37,,330D329001,0.025,,rain,Rain,cloudy,Overcast,15,45.28,48.36,39.65,,,,45.26,1,3,6,1.8,0.98,rain,0.0377,0.2629,1551639600,0,0,1,0,0,0,2,7,0,,2,30,2,2,12,4,19,,,22,15,
1349,,35.0214982742,-85.2365427122,2019-03-03,15:17:10,,330B190001,0.162,,rain,Rain,cloudy,Overcast,15,44.79,49.55,39.47,,,,44.79,1,3,6,2.51,0.98,rain,0.0357,0.2674,1551639600,0,0,1,0,0,0,2,0,0,,2,,2,2,12,4,19,,,20,15,
1348,,35.0035402611,-85.3176304792,2019-03-03,15:17:02,,330A818001,0,,rain,Rain,cloudy,Overcast,15,45.78,49.37,39.5,,,,45.33,0.98,3,6,2.36,0.98,rain,0.0359,0.2732,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1347,,35.1419518724,-85.3524083523,2019-03-03,14:45:57,,330C473001,0.253,,rain,Heavy Rain,cloudy,Overcast,14,42.39,48.46,34.18,,,,42.39,1,3,6,1.94,0.98,rain,0.0374,0.2391,1551639600,0,0,1,0,0,0,2,7,0,1,2,25,2,2,11,2,9,,,16,15,
1346,,35.0391633958,-85.1468224315,2019-03-03,14:33:27,,3301122001,0.567,,rain,Heavy Rain,cloudy,Overcast,14,44.74,49.07,39.83,,,,44.74,1,3,6,0.64,0.99,rain,0.0364,0.2396,1551639600,0,0,1,0,0,0,2,2,0,1,2,40,4,4,18,4,16,13110,11,24,15,
1345,,35.05452751,-85.2526592337,2019-03-03,14:31:01,,330B460001,0.117,,rain,Heavy Rain,cloudy,Overcast,14,43.95,49.34,38.82,,,,43.95,1,3,6,1.47,0.98,rain,0.0359,0.2682,1551639600,0,0,1,0,0,0,2,7,0,,2,30,2,2,12,4,19,,,17,15,
1344,,35.0402003293,-85.275699388,2019-03-03,14:31:01,,330A709001,0.247,,rain,Heavy Rain,cloudy,Overcast,14,44.64,49.55,39.59,,,,44.21,0.98,3,6,1.54,0.98,rain,0.0356,0.2702,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1343,,35.2208173257,-85.1354306708,2019-03-03,14:30:01,,330F164001,0.001,,rain,Heavy Rain,cloudy,Overcast,14,44.53,47.57,39.2,,,,43.83,0.97,3,6,2.01,0.97,rain,0.0388,0.2622,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1342,,35.1217574465,-85.0523304157,2019-03-03,14:07:13,,330E197001,0.455,,rain,Heavy Rain,cloudy,Overcast,14,44.95,47.5,39.83,,,,44.7,0.99,3,6,0.06,0.99,rain,0.0389,0.252,1551639600,0,0,1,0,0,0,2,7,0,,2,25,2,2,11,2,19,,,24,15,
1341,,35.0398184378,-85.2941048035,2019-03-03,14:01:36,,330A416001,0.033,,rain,Heavy Rain,cloudy,Overcast,14,44.7,49.51,39.38,,,,44.2,0.98,3,6,1.62,0.98,rain,0.0357,0.2693,1551639600,0,0,1,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,24,15,
1340,,35.2486687355,-85.1885201738,2019-03-03,13:55:08,,330D590001,0,,rain,Heavy Rain,cloudy,Overcast,13,43.42,47.53,38.97,,,,43.42,1,3,6,0,0.97,rain,0.0365,0.2337,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
